IDENTIFIER,time,NumAliphaticRings,SMR_VSA10,FpDensityMorgan3,fr_phenol,fr_ester,fr_isocyan,NumHeteroatoms,HeavyAtomCount,fr_hdrzone,RingCount,BertzCT,Chi3v,Chi3n,TPSA,EState_VSA2,fr_halogen,NumAromaticRings,MinAbsEStateIndex,MinEStateIndex,SlogP_VSA5,fr_Imine,fr_Al_COO,SMR_VSA9,fr_aniline,SMR_VSA8,fr_nitroso,PEOE_VSA2,fr_Ar_OH,fr_oxime,fr_nitro_arom,fr_NH2,EState_VSA4,fr_furan,SlogP_VSA1,fr_amidine,PEOE_VSA10,Kappa1,fr_quatN,EState_VSA11,SlogP_VSA12,NumHAcceptors,fr_pyridine,Kappa3,EState_VSA1,Chi4v,Chi1,SlogP_VSA2,fr_allylic_oxid,SlogP_VSA8,fr_ketone_Topliss,fr_benzodiazepine,Chi2v,FpDensityMorgan1,fr_nitrile,PEOE_VSA13,fr_Ar_COO,qed,fr_thiophene,PEOE_VSA14,SMR_VSA5,MolWt,Chi1v,NumRadicalElectrons,VSA_EState8,fr_NH0,fr_lactam,Chi0,SlogP_VSA7,MaxPartialCharge,PEOE_VSA5,MolLogP,VSA_EState4,fr_Ar_N,fr_N_O,SlogP_VSA4,fr_C_O,fr_lactone,fr_thiazole,PEOE_VSA6,fr_priamide,fr_sulfide,MinAbsPartialCharge,NumAliphaticHeterocycles,fr_Al_OH,VSA_EState7,VSA_EState6,EState_VSA5,NumAromaticHeterocycles,fr_phenol_noOrthoHbond,SlogP_VSA10,NumRotatableBonds,fr_ketone,SlogP_VSA9,PEOE_VSA7,VSA_EState9,fr_isothiocyan,PEOE_VSA3,SMR_VSA7,fr_prisulfonamd,fr_imidazole,Chi0n,fr_sulfonamd,MaxEStateIndex,Chi1n,SlogP_VSA6,fr_aryl_methyl,SMR_VSA3,MinPartialCharge,fr_Ar_NH,fr_SH,BalabanJ,NumSaturatedRings,fr_NH1,fr_azide,fr_hdrzine,fr_aldehyde,EState_VSA7,fr_bicyclic,SMR_VSA6,fr_Ndealkylation2,HallKierAlpha,fr_thiocyan,PEOE_VSA11,fr_Al_OH_noTert,NumHDonors,fr_sulfone,SlogP_VSA3,NumSaturatedCarbocycles,fr_dihydropyridine,fr_phos_acid,fr_oxazole,VSA_EState10,fr_HOCCN,fr_para_hydroxylation,SMR_VSA2,VSA_EState3,LabuteASA,fr_imide,HeavyAtomMolWt,fr_ArN,fr_epoxide,fr_azo,PEOE_VSA12,fr_urea,fr_phos_ester,EState_VSA6,PEOE_VSA9,NumValenceElectrons,fr_term_acetylene,fr_unbrch_alkane,fr_barbitur,SMR_VSA4,SMR_VSA1,fr_nitro,PEOE_VSA1,NOCount,Chi0v,Ipc,PEOE_VSA8,VSA_EState2,fr_Ndealkylation1,fr_diazo,NHOHCount,fr_amide,fr_piperzine,VSA_EState5,fr_guanido,fr_methoxy,fr_morpholine,EState_VSA8,fr_nitro_arom_nonortho,MaxAbsEStateIndex,VSA_EState1,EState_VSA9,EState_VSA10,fr_piperdine,NumAromaticCarbocycles,fr_COO,MolMR,fr_ether,fr_alkyl_halide,Chi2n,fr_C_O_noCOO,fr_benzene,Kappa2,fr_COO2,EState_VSA3,FpDensityMorgan2,SlogP_VSA11,MaxAbsPartialCharge,Chi4n,PEOE_VSA4,NumAliphaticCarbocycles,fr_Nhpyrrole,FractionCSP3,fr_tetrazole,fr_alkyl_carbamate,NumSaturatedHeterocycles,fr_C_S,ExactMolWt
LMGP02030094,456,0,13.79200241108402,1.6875,0,1,0,9,48,0,0,833.1519805659264,9.108636498878681,8.124413985512003,117.31,38.7555292103,0,0,0.0275193230851,-4.28900783982,174.36801497253157,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,57.7873946063,0,5.733667477162185,0,6.606881964512918,46.56,0,0.0,7.822697123132171,7,0,35.856142749742844,13.9266635109,5.991852894203783,23.4470188463,43.33208557790395,5,0.0,0,0,14.315214091531578,0.6458333333333334,0,0.0,0,0.021624066037502096,0,13.79200241108402,180.47198136027987,699.9950000000002,21.02259916423211,0,21.9070743758,0,0,35.2318650047,0.0,0.47185923894561094,0.0,11.42549999999999,0.0,0,0,0.0,1,0,0,140.88470079353297,0,0,0.47185923894561094,0,0,0.0,0.0,96.3123243439,0,0,0.0,37,0,0.0,57.44259309024197,79.3984811797,0,4.565048284931329,36.6421809825902,0,0,30.96881574170996,0,12.510423263,19.527154049221767,36.6421809825902,0,0.0,-0.49756818002521475,0,0,4.16382905458,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.44,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,294.83768042010297,0,625.4030000000004,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,282,0,18,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,31.863242932709877,14295383804.3,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,38.1515548267,0,12.510423263,0.0,24.2548877082,14.2529970718,0,0,0,200.80869999999925,2,0,12.861704767980662,1,0,36.83082816273115,0,0.0,1.125,0.0,0.49756818002521475,5.226537075181419,0.0,0,0,0.8205128205128205,0,0,0,0,699.520290338
LMGP02030004,546,0,13.79200241108402,1.48,0,1,0,9,50,0,0,822.7417166003073,9.919804305236102,8.935581791869422,117.31,32.3347075874,0,0,0.0319878801839,-4.28808790597,200.05130146423562,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,44.9457513605,0,5.733667477162185,0,6.606881964512918,48.82000000000001,0,0.0,7.822697123132171,7,0,38.06030442265926,13.9266635109,6.604718860825252,24.4470188463,43.33208557790395,3,0.0,0,0,15.375874263311395,0.6,0,0.0,0,0.02103634434277321,0,13.79200241108402,206.15526785198392,730.065,22.372769249971046,0,21.950026857,0,0,36.646078567,0.0,0.47185923894561094,0.0,12.429699999999984,0.0,0,0,0.0,1,0,0,160.83676869449528,0,0,0.47185923894561094,0,0,0.0,0.0,134.837254081,0,0,0.0,40,0,0.0,51.02177146731596,81.3555286986,0,4.565048284931329,24.490140768922434,0,0,32.64254232807689,0,12.5360434521,20.877324134960705,24.490140768922434,0,0.0,-0.49756818002521475,0,0,4.09765749355,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.1800000000000002,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,308.25716768108043,0,649.4250000000004,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,296,0,23,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,33.53696951907681,37796731571.8,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,25.999514613,0,12.5360434521,0.0,24.2548877082,14.2529970718,0,0,0,210.13669999999914,2,0,13.92236493976048,1,0,39.037102337888136,0,6.42082162293,1.02,0.0,0.49756818002521475,5.839403041802888,0.0,0,0,0.8780487804878049,0,0,0,0,729.56724053
LMGP02030046,510,0,13.79200241108402,1.62,0,1,0,9,50,0,0,863.858067880379,9.60863649887868,8.624413985512,117.31,38.7555292103,0,0,0.0278125329616,-4.29136121966,187.2096582183836,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,57.7873946063,0,5.733667477162185,0,6.606881964512918,48.56,0,0.0,7.822697123132171,7,0,37.80648243470597,13.9266635109,6.345406284797056,24.4470188463,43.33208557790395,5,0.0,0,0,15.022320872718124,0.62,0,0.0,0,0.021119146781854847,0,13.79200241108402,193.3136246061319,728.0490000000001,22.02259916423211,0,21.9404871253,0,0,36.646078567,0.0,0.47185923894561094,0.0,12.205699999999986,0.0,0,0,0.0,1,0,0,153.726344039385,0,0,0.47185923894561094,0,0,0.0,0.0,109.15396759,0,0,0.0,39,0,0.0,57.44259309024197,82.3650684302,0,4.565048284931329,36.6421809825902,0,0,32.38302930408305,0,12.5305338518,20.527154049221767,36.6421809825902,0,0.0,-0.49756818002521475,0,0,4.12729878513,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.44,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,307.56756464889617,0,649.4250000000004,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,294,0,20,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,33.277456495082966,37796731571.8,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,38.1515548267,0,12.5305338518,0.0,24.2548877082,14.2529970718,0,0,0,210.04269999999912,2,0,13.568811549167208,1,0,38.783051047804996,0,0.0,1.08,0.0,0.49756818002521475,5.580090465774692,0.0,0,0,0.8292682926829268,0,0,0,0,727.5515904660001
LMGP02030027,468,0,13.79200241108402,1.64,0,1,0,9,50,0,0,905.3508930526842,9.297468692521257,8.313246179154579,117.31,38.7555292103,0,0,0.0226630697348,-4.29496071839,174.36801497253157,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,57.7873946063,0,5.733667477162185,0,6.606881964512918,48.3,0,0.0,7.822697123132171,7,0,37.552722235177406,13.9266635109,6.0860937087688605,24.4470188463,43.33208557790395,7,0.0,0,0,14.668767482124851,0.62,0,0.0,0,0.021229841745993943,0,13.79200241108402,180.47198136027987,726.0330000000001,21.672429078493167,0,21.9268487537,0,0,36.646078567,0.0,0.47185923894561094,0.0,11.981699999999986,0.0,0,0,0.0,1,0,0,146.61591938427472,0,0,0.47185923894561094,0,0,0.0,0.0,96.3123243439,0,0,0.0,38,0,0.0,63.863414713167984,83.3787068018,0,4.565048284931329,48.79422119625796,0,0,32.12351628008921,0,12.5297590159,20.176983963482826,48.79422119625796,0,0.0,-0.49756818002521475,0,0,4.17546772977,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.7000000000000002,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,306.8779616167119,0,649.4250000000004,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,292,0,17,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,33.017943471089126,37796733709.2,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,50.3035950404,0,12.5297590159,0.0,24.2548877082,14.2529970718,0,0,0,209.94869999999912,2,0,13.215258158573935,1,0,38.52905813374675,0,0.0,1.08,0.0,0.49756818002521475,5.320777889746497,0.0,0,0,0.7804878048780488,0,0,0,0,725.535940402
LMGP02030093,456,0,13.79200241108402,1.64,0,1,0,9,50,0,0,947.2044964193731,8.98630088616383,8.002078372797152,117.31,32.7862239224,0,0,0.00867773022863,-4.3040929498,161.52637172667954,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,38.5249297376,0,5.733667477162185,0,6.606881964512918,48.04,0,0.0,7.822697123132171,7,0,37.299024754616774,19.8959687988,5.83628233335586,24.4470188463,43.33208557790395,9,0.0,0,0,14.315214091531576,0.62,0,0.0,0,0.021378728173865612,0,13.79200241108402,167.63033811442784,724.0170000000002,21.322258992754225,0,21.900467007,0,0,36.646078567,0.0,0.47185923894561094,0.0,11.757699999999987,0.0,0,0,0.0,1,0,0,145.92631635209045,0,0,0.47185923894561094,0,0,0.0,0.0,96.3123243439,0,0,0.0,37,0,0.0,63.863414713167984,84.4050885486,0,4.565048284931329,60.94626140992572,0,0,31.86400325609537,0,12.5056660454,19.826813877743884,60.94626140992572,0,0.0,-0.49756818002520187,0,0,4.25059175578,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.96,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,306.18835858452763,0,649.4250000000004,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,290,0,14,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,32.758430447095286,37796733709.2,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,62.4556352541,0,12.5056660454,0.0,24.2548877082,14.2529970718,0,0,0,209.85469999999916,2,0,12.86170476798066,1,0,38.27512445828952,0,6.42082162293,1.08,0.0,0.49756818002520187,5.070966514333496,0.0,0,0,0.7317073170731707,0,0,0,0,723.5202903380001
LMGP02030028,420,0,13.79200241108402,1.68,0,1,0,9,50,0,0,989.4044389875022,8.68649113771005,7.702268624343372,117.31,32.7862239224,0,0,0.00629394338055,-4.30607118723,148.68472848082752,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,51.3665729834,0,5.733667477162185,0,6.606881964512918,47.779999999999994,0,0.0,7.822697123132171,7,0,37.04539094232381,19.8959687988,5.643926682191319,24.4470188463,43.33208557790395,11,0.0,0,0,13.934787247400628,0.64,0,0.0,0,0.021579068475110173,0,13.79200241108402,154.78869486857582,722.0010000000002,20.972088907015287,0,21.894673692,0,0,36.646078567,0.0,0.47185923894561094,0.0,11.533699999999989,0.0,0,0,0.0,1,0,0,145.23671331990622,0,0,0.47185923894561094,0,0,0.0,0.0,70.6290378522,0,0,0.0,36,0,0.0,63.863414713167984,85.4108818636,0,4.565048284931329,73.09830162359349,0,0,31.604490232101526,0,12.502737794,19.476643792004946,73.09830162359349,0,0.0,-0.49756818002520187,0,0,4.26609221755,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-2.2199999999999998,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,305.4987555523434,0,649.4250000000004,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,288,0,12,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,32.49891742310144,37796733709.2,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,74.6076754677,0,12.502737794,0.0,24.2548877082,14.2529970718,0,0,0,209.7606999999992,2,0,12.481277923849712,1,0,38.02125090106741,0,6.42082162293,1.14,0.0,0.49756818002520187,4.878610863168955,0.0,0,0,0.6829268292682927,0,0,0,0,721.504640274
LMGP02030053,582,0,13.79200241108402,1.4230769230769231,0,1,0,9,52,0,0,853.3369428467894,10.4198043052361,9.43558179186942,117.31,32.3347075874,0,0,0.0338340469213,-4.28916945639,212.89294471008765,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,32.1041081146,0,5.733667477162185,0,6.606881964512918,50.82000000000001,0,0.0,7.822697123132171,7,0,40.01475156637081,13.9266635109,6.958272251418526,25.4470188463,43.33208557790395,3,0.0,0,0,16.08298104449794,0.5769230769230769,0,0.0,0,0.020772784928237226,0,13.79200241108402,218.99691109783595,758.1189999999999,23.372769249971046,0,21.9839346157,0,0,38.0602921294,0.0,0.47185923894561094,0.0,13.20989999999998,0.0,0,0,0.0,1,0,0,173.6784119403473,0,0,0.47185923894561094,0,0,0.0,0.0,160.520540573,0,0,0.0,42,0,0.0,51.02177146731596,84.3216209398,0,4.565048284931329,24.490140768922434,0,0,34.056755890449985,0,12.5652177915,21.877324134960705,24.490140768922434,0,0.0,-0.49756818002521475,0,0,4.06266179918,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.1800000000000002,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,320.9870519098736,0,673.4470000000003,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,308,0,25,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,34.951183081449905,99884913149.5,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,25.999514613,0,12.5652177915,0.0,24.2548877082,14.2529970718,0,0,0,219.37069999999906,2,0,14.629471720947027,1,0,40.99320614388134,0,6.42082162293,0.9807692307692307,0.0,0.49756818002521475,6.192956432396161,0.0,0,0,0.8837209302325582,0,0,0,0,757.598540658
LMGP02030074,588,0,13.79200241108402,1.4230769230769231,0,1,0,9,52,0,0,853.3369428467894,10.419804305236102,9.435581791869422,117.31,32.3347075874,0,0,0.0322048223326,-4.29009789118,212.89294471008765,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,44.9457513605,0,5.733667477162185,0,6.606881964512918,50.82000000000001,0,0.0,7.822697123132171,7,0,40.01475156637081,13.9266635109,6.958272251418525,25.4470188463,43.33208557790395,3,0.0,0,0,16.08298104449794,0.5769230769230769,0,0.0,0,0.020772784928237226,0,13.79200241108402,218.99691109783595,758.1189999999999,23.372769249971046,0,21.9784552571,0,0,38.0602921294,0.0,0.47185923894561094,0.0,13.20989999999998,0.0,0,0,0.0,1,0,0,173.6784119403473,0,0,0.47185923894561094,0,0,0.0,0.0,147.678897327,0,0,0.0,42,0,0.0,51.02177146731596,84.3271002985,0,4.565048284931329,24.490140768922434,0,0,34.056755890449985,0,12.5531079574,21.877324134960705,24.490140768922434,0,0.0,-0.49756818002521475,0,0,4.05938849253,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.1800000000000002,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,320.9870519098736,0,673.4470000000003,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,308,0,25,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,34.9511830814499,99884908772.7,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,25.999514613,0,12.5531079574,0.0,24.2548877082,14.2529970718,0,0,0,219.37069999999903,2,0,14.629471720947025,1,0,40.99320614388134,0,6.42082162293,0.9807692307692307,0.0,0.49756818002521475,6.192956432396161,0.0,0,0,0.8837209302325582,0,0,0,0,757.598540658
LMGP02030075,558,0,13.79200241108402,1.5576923076923077,0,1,0,9,52,0,0,894.7060874064084,10.10863649887868,9.124413985511998,117.31,38.7555292103,0,0,0.0280294751104,-4.29337120486,200.05130146423562,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,57.7873946063,0,5.733667477162185,0,6.606881964512918,50.56,0,0.0,7.822697123132171,7,0,39.76048349469129,13.9266635109,6.698959675390329,25.4470188463,43.33208557790395,5,0.0,0,0,15.72942765390467,0.5961538461538461,0,0.0,0,0.02081645330523544,0,13.79200241108402,206.15526785198392,756.103,23.02259916423211,0,21.9689155254,0,0,38.0602921294,0.0,0.47185923894561094,0.0,12.985899999999981,0.0,0,0,0.0,1,0,0,166.56798728523702,0,0,0.47185923894561094,0,0,0.0,0.0,121.995610836,0,0,0.0,41,0,0.0,57.44259309024197,85.3366400301,0,4.565048284931329,36.6421809825902,0,0,33.797242866456145,0,12.5475983571,21.527154049221767,36.6421809825902,0,0.0,-0.49756818002521475,0,0,4.08637059882,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.44,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,320.29744887768936,0,673.4470000000003,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,306,0,22,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,34.69167005745606,99884908772.7,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,38.1515548267,0,12.5475983571,0.0,24.2548877082,14.2529970718,0,0,0,219.27669999999907,2,0,14.275918330353754,1,0,40.738732916843524,0,0.0,1.0384615384615385,0.0,0.49756818002521475,5.933643856367965,0.0,0,0,0.8372093023255814,0,0,0,0,755.5828905940001
LMGP02030055,522,0,13.79200241108402,1.5769230769230769,0,1,0,9,52,0,0,936.4410945498279,9.797468692521255,8.813246179154575,117.31,38.7555292103,0,0,0.0229562796113,-4.29731409823,187.2096582183836,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,57.7873946063,0,5.733667477162185,0,6.606881964512918,50.29999999999999,0,0.0,7.822697123132171,7,0,39.506270633095575,13.9266635109,6.4396470993621335,25.4470188463,43.33208557790395,7,0.0,0,0,15.375874263311397,0.5961538461538461,0,0.0,0,0.020874328150917103,0,13.79200241108402,193.3136246061319,754.087,22.672429078493167,0,21.9602615032,0,0,38.0602921294,0.0,0.47185923894561094,0.0,12.761899999999983,0.0,0,0,0.0,1,0,0,159.45756263012674,0,0,0.47185923894561094,0,0,0.0,0.0,109.15396759,0,0,0.0,40,0,0.0,63.863414713167984,86.3452940523,0,4.565048284931329,48.79422119625796,0,0,33.537729842462305,0,12.5498696047,21.176983963482826,48.79422119625796,0,0.0,-0.49756818002521475,0,0,4.14384417151,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.7000000000000002,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,319.60784584550515,0,673.4470000000003,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,304,0,19,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,34.43215703346222,99884913149.5,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,50.3035950404,0,12.5498696047,0.0,24.2548877082,14.2529970718,0,0,0,219.1826999999991,2,0,13.922364939760481,1,0,40.484311958576356,0,0.0,1.0384615384615385,0.0,0.49756818002521475,5.67433128033977,0.0,0,0,0.7906976744186046,0,0,0,0,753.56724053
LMGP02030033,492,0,13.79200241108402,1.5769230769230769,0,1,0,9,52,0,0,978.5271237037578,9.48630088616383,8.50207837279715,117.31,38.7555292103,0,0,0.017499157207,-4.30069984762,174.36801497253157,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,51.3665729834,0,5.733667477162185,0,6.606881964512918,50.04,0,0.0,7.822697123132171,7,0,39.25211378227946,13.9266635109,6.180334523333936,25.4470188463,43.33208557790395,9,0.0,0,0,15.022320872718122,0.5961538461538461,0,0.0,0,0.020952048778330963,0,13.79200241108402,180.47198136027987,752.071,22.322258992754225,0,21.9419419904,0,0,38.0602921294,0.0,0.47185923894561094,0.0,12.537899999999985,0.0,0,0,0.0,1,0,0,152.34713797501647,0,0,0.47185923894561094,0,0,0.0,0.0,96.3123243439,0,0,0.0,39,0,0.0,70.284236336094,87.3636135651,0,4.565048284931329,60.94626140992572,0,0,33.278216818468465,0,12.5438508743,20.826813877743884,60.94626140992572,0,0.0,-0.49756818002521475,0,0,4.18745407153,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.96,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,318.9182428133209,0,673.4470000000003,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,302,0,16,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,34.17264400946838,99884915106.6,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,62.4556352541,0,12.5438508743,0.0,24.2548877082,14.2529970718,0,0,0,219.0886999999991,2,0,13.568811549167206,1,0,40.22994401334034,0,6.42082162293,1.0384615384615385,0.0,0.49756818002521475,5.4150187043115725,0.0,0,0,0.7441860465116279,0,0,0,0,751.5515904660001
LMGP02030003,504,0,13.79200241108402,1.5769230769230769,0,1,0,9,52,0,0,978.5271237037578,9.48630088616383,8.50207837279715,117.31,32.7862239224,0,0,0.00897094010517,-4.30644632964,174.36801497253157,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,38.5249297376,0,5.733667477162185,0,6.606881964512918,50.04,0,0.0,7.822697123132171,7,0,39.25211378227946,19.8959687988,6.189835723949133,25.4470188463,43.33208557790395,9,0.0,0,0,15.022320872718122,0.5961538461538461,0,0.0,0,0.020952048778330963,0,13.79200241108402,180.47198136027987,752.071,22.322258992754225,0,21.9338797565,0,0,38.0602921294,0.0,0.47185923894561094,0.0,12.537899999999985,0.0,0,0,0.0,1,0,0,158.76795959794248,0,0,0.47185923894561094,0,0,0.0,0.0,109.15396759,0,0,0.0,39,0,0.0,63.863414713167984,87.3716757991,0,4.565048284931329,60.94626140992572,0,0,33.27821681846846,0,12.5257766342,20.826813877743884,60.94626140992572,0,0.0,-0.49756818002520187,0,0,4.21283075939,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.96,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,318.9182428133209,0,673.4470000000003,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,302,0,16,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,34.17264400946837,99884913149.5,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,62.4556352541,0,12.5257766342,0.0,24.2548877082,14.2529970718,0,0,0,219.0886999999991,2,0,13.568811549167206,1,0,40.22994401334034,0,6.42082162293,1.0384615384615385,0.0,0.49756818002520187,5.424519904926769,0.0,0,0,0.7441860465116279,0,0,0,0,751.5515904660001
LMGP02030001,438,0,13.79200241108402,1.5961538461538463,0,1,0,9,52,0,0,1063.6985420403325,8.888760058121463,7.904537544754786,117.31,32.7862239224,0,0,0.00249566186101,-4.31354074269,148.68472848082752,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,51.3665729834,0,5.733667477162185,0,6.606881964512918,49.52,0,0.0,7.822697123132171,7,0,38.74397139385055,19.8959687988,5.751877885472993,25.4470188463,43.33208557790395,13,0.0,0,0,14.288340637993901,0.6153846153846154,0,0.0,0,0.021200204541364932,0,13.79200241108402,154.78869486857582,748.0390000000001,21.621918821276346,0,21.904799663,0,0,38.0602921294,0.0,0.4718592389456225,0.0,12.089899999999988,0.0,0,0,0.0,1,0,0,157.38875353357398,0,0,0.4718592389456225,0,0,0.0,0.0,70.6290378522,0,0,0.0,37,0,0.0,63.863414713167984,89.4007558925,0,4.565048284931329,85.25034183726125,0,0,32.75919077048078,0,12.5075781986,20.126473706266005,85.25034183726125,0,0.0,-0.497568180018174,0,0,4.2827397214,0,0,0,0,0,18.2280603205,0,26.36540229945133,0,-2.4799999999999995,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,317.53903674895236,0,673.4470000000003,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,298,0,11,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,33.65361796148069,99884915106.6,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,74.6076754677,0,12.5075781986,0.0,24.2548877082,14.2529970718,0,0,0,218.90069999999918,2,0,12.834831314442985,1,0,39.721370210253205,0,6.42082162293,1.0961538461538463,0.0,0.497568180018174,4.986562066450629,0.0,0,0,0.6511627906976745,0,0,0,0,747.5202903380001
LMGP02030061,534,0,13.79200241108402,1.5185185185185186,0,1,0,9,54,0,0,1009.9764095395714,9.986300886163828,9.002078372797149,117.31,38.7555292103,0,0,0.0177923670835,-4.30305322747,187.2096582183836,0,0,0.0,0,0.0,0,13.842031507495456,0,0,0,1,51.3665729834,0,5.733667477162185,0,6.606881964512918,52.040000000000006,0,0.0,7.822697123132171,7,0,41.20856992736691,13.9266635109,6.5338879139272095,26.4470188463,43.33208557790395,9,0.0,0,0,15.729427653904668,0.5740740740740741,0,0.0,0,0.02070396332788745,0,13.79200241108402,193.3136246061319,780.1249999999999,23.322258992754225,0,21.9753547399,0,0,39.4745056918,0.0,0.47185923894561094,0.0,13.31809999999998,0.0,0,0,0.0,1,0,0,165.1887812208685,0,0,0.47185923894561094,0,0,0.0,0.0,109.15396759,0,0,0.0,41,0,0.0,70.284236336094,90.3302008156,0,4.565048284931329,60.94626140992572,0,0,34.69243038084155,0,12.5639614632,21.826813877743884,60.94626140992572,0,0.0,-0.49756818002521475,0,0,4.1599739982,0,0,0,0,0,6.07602010683,0,26.36540229945133,0,-1.96,0,6.103966387748303,0,2,0,27.880805700026883,0,0,1,0,0.0,0,0,0.0,0.0,331.648127042114,0,697.4690000000003,0,0,0,0.0,0,1,6.26208044842,19.475844377446627,314,0,18,0,5.733667477162185,32.77421730277936,0,20.10080498751476,8,35.58685757184147,263846579559.0,12.965578028838586,0.0,0,0,3,0,0,0.0,0,0,0,62.4556352541,0,12.5639614632,0.0,24.2548877082,14.2529970718,0,0,0,228.32269999999903,2,0,14.275918330353752,1,0,42.18794948282856,0,6.42082162293,1.0,0.0,0.49756818002521475,5.768572094904846,0.0,0,0,0.7555555555555555,0,0,0,0,779.5828905940001
