IDENTIFIER,time,NumAliphaticRings,SMR_VSA10,FpDensityMorgan3,fr_phenol,fr_ester,fr_isocyan,NumHeteroatoms,HeavyAtomCount,fr_hdrzone,RingCount,BertzCT,Chi3v,Chi3n,TPSA,EState_VSA2,fr_halogen,NumAromaticRings,MinAbsEStateIndex,MinEStateIndex,SlogP_VSA5,fr_Imine,fr_Al_COO,SMR_VSA9,fr_aniline,SMR_VSA8,fr_nitroso,PEOE_VSA2,fr_Ar_OH,fr_oxime,fr_nitro_arom,fr_NH2,EState_VSA4,fr_furan,SlogP_VSA1,fr_amidine,PEOE_VSA10,Kappa1,fr_quatN,EState_VSA11,SlogP_VSA12,NumHAcceptors,fr_pyridine,Kappa3,EState_VSA1,Chi4v,Chi1,SlogP_VSA2,fr_allylic_oxid,SlogP_VSA8,fr_ketone_Topliss,fr_benzodiazepine,Chi2v,FpDensityMorgan1,fr_nitrile,PEOE_VSA13,fr_Ar_COO,qed,fr_thiophene,PEOE_VSA14,SMR_VSA5,MolWt,Chi1v,NumRadicalElectrons,VSA_EState8,fr_NH0,fr_lactam,Chi0,SlogP_VSA7,MaxPartialCharge,PEOE_VSA5,MolLogP,VSA_EState4,fr_Ar_N,fr_N_O,SlogP_VSA4,fr_C_O,fr_lactone,fr_thiazole,PEOE_VSA6,fr_priamide,fr_sulfide,MinAbsPartialCharge,NumAliphaticHeterocycles,fr_Al_OH,VSA_EState7,VSA_EState6,EState_VSA5,NumAromaticHeterocycles,fr_phenol_noOrthoHbond,SlogP_VSA10,NumRotatableBonds,fr_ketone,SlogP_VSA9,PEOE_VSA7,VSA_EState9,fr_isothiocyan,PEOE_VSA3,SMR_VSA7,fr_prisulfonamd,fr_imidazole,Chi0n,fr_sulfonamd,MaxEStateIndex,Chi1n,SlogP_VSA6,fr_aryl_methyl,SMR_VSA3,MinPartialCharge,fr_Ar_NH,fr_SH,BalabanJ,NumSaturatedRings,fr_NH1,fr_azide,fr_hdrzine,fr_aldehyde,EState_VSA7,fr_bicyclic,SMR_VSA6,fr_Ndealkylation2,HallKierAlpha,fr_thiocyan,PEOE_VSA11,fr_Al_OH_noTert,NumHDonors,fr_sulfone,SlogP_VSA3,NumSaturatedCarbocycles,fr_dihydropyridine,fr_phos_acid,fr_oxazole,VSA_EState10,fr_HOCCN,fr_para_hydroxylation,SMR_VSA2,VSA_EState3,LabuteASA,fr_imide,HeavyAtomMolWt,fr_ArN,fr_epoxide,fr_azo,PEOE_VSA12,fr_urea,fr_phos_ester,EState_VSA6,PEOE_VSA9,NumValenceElectrons,fr_term_acetylene,fr_unbrch_alkane,fr_barbitur,SMR_VSA4,SMR_VSA1,fr_nitro,PEOE_VSA1,NOCount,Chi0v,Ipc,PEOE_VSA8,VSA_EState2,fr_Ndealkylation1,fr_diazo,NHOHCount,fr_amide,fr_piperzine,VSA_EState5,fr_guanido,fr_methoxy,fr_morpholine,EState_VSA8,fr_nitro_arom_nonortho,MaxAbsEStateIndex,VSA_EState1,EState_VSA9,EState_VSA10,fr_piperdine,NumAromaticCarbocycles,fr_COO,MolMR,fr_ether,fr_alkyl_halide,Chi2n,fr_C_O_noCOO,fr_benzene,Kappa2,fr_COO2,EState_VSA3,FpDensityMorgan2,SlogP_VSA11,MaxAbsPartialCharge,Chi4n,PEOE_VSA4,NumAliphaticCarbocycles,fr_Nhpyrrole,FractionCSP3,fr_tetrazole,fr_alkyl_carbamate,NumSaturatedHeterocycles,fr_C_S,ExactMolWt
LMGP01010783,546,0,19.761307699035868,1.3214285714285714,0,2,0,10,56,0,0,969.3032326957009,11.249634130792199,10.285533214423477,111.19000000000001,32.0247124628,0,0,0.0284429849316,-4.62087946679,219.31376633301366,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,44.9457513605,0,4.893411602752475,0,19.75852033493841,54.75,1,0.0,7.822697123132171,8,0,42.358365660313716,26.5028507633,7.320133588791116,26.9873123058,70.03402606882952,2,0.0,0,0,18.536982863292344,0.5357142857142857,0,7.822697123132171,0,0.019662414276047622,0,11.938610575903699,225.41773272076196,816.1989999999998,24.85462986639348,0,22.9855569296,1,0,41.4305356174,0.0,0.3057658044200656,0.0,12.728399999999983,0.0,0,0,0.0,2,0,0,180.09923356327332,0,0,0.3057658044200656,0,0,0.0,0.0,141.258075704,0,0,0.0,43,0,0.0,38.524929737556064,93.9866652927,0,0.0,12.152040213667762,0,0,37.34830844499538,0,12.6890358362,23.39403637971303,12.152040213667762,0,0.0,-0.7561173385699724,0,0,4.30028261474,0,0,0,0,0,21.143015948,0,47.50841824748289,0,-1.2500000000000002,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,345.56291784507744,0,725.4790000000003,0,0,0,0.0,0,1,0.0,27.749897912544487,332,0,25,0,0.0,42.0517853445458,0,27.897662691470835,9,38.242735635995295,412155955281.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,25.999514613,0,12.6890358362,0.0,18.521220231,19.0475342558,0,0,0,231.48089999999888,2,0,17.12615789279811,2,0,39.223782556671964,0,17.4486088865,0.9107142857142857,0.0,0.7561173385699724,6.591500030579353,0.0,0,0,0.9130434782608695,0,0,0,0,815.64040547
LMGP01010788,510,0,19.761307699035868,1.4464285714285714,0,2,0,10,56,0,0,1011.6156088642589,10.938466324434776,9.974365408066054,111.19000000000001,32.0247124628,0,0,0.0306098296309,-4.62351450834,206.47212308716163,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,51.3665729834,0,4.893411602752475,0,19.75852033493841,54.49000000000001,1,0.0,7.822697123132171,8,0,42.10539434161163,26.5028507633,7.06082101276292,26.9873123058,70.03402606882952,4,0.0,0,0,18.183429472699075,0.5535714285714286,0,7.822697123132171,0,0.019688702691060857,0,11.938610575903699,212.57608947490994,814.1829999999998,24.50445978065454,0,22.9760478693,1,0,41.4305356174,0.0,0.3057658044200656,0.0,12.504399999999983,0.0,0,0,0.0,2,0,0,172.98880890816304,0,0,0.3057658044200656,0,0,0.0,0.0,121.995610836,0,0,0.0,42,0,0.0,44.94575136048208,94.9961743529,0,0.0,24.304080427335524,0,0,37.08879542100154,0,12.684860489,23.043866293974087,24.304080427335524,0,0.0,-0.7561173385699724,0,0,4.32599951466,0,0,0,0,0,21.143015948,0,47.50841824748289,0,-1.51,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,344.87331481289317,0,725.4790000000003,0,0,0,0.0,0,1,0.0,27.749897912544487,330,0,22,0,0.0,42.0517853445458,0,27.897662691470835,9,37.983222612001455,412155955281.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,38.1515548267,0,12.684860489,0.0,18.521220231,19.0475342558,0,0,0,231.3868999999989,2,0,16.77260450220484,2,0,38.97774924523676,0,17.4486088865,0.9642857142857143,0.0,0.7561173385699724,6.332187454551157,0.0,0,0,0.8695652173913043,0,0,0,0,813.624755406
LMGP01011630,522,0,19.761307699035868,1.4464285714285714,0,2,0,10,56,0,0,1011.6156088642588,10.93846632443478,9.974365408066062,111.19,26.0554071749,0,0,0.0311718340346,-4.62429983663,206.47212308716163,0,0,0.0,0,0.0,0,14.154122653074971,0,0,0,0,51.3665729834,0,4.893411602752475,0,19.75852033493841,54.49000000000001,1,0.0,7.822697123132171,8,0,42.10539434161163,32.4721560513,7.060821012762921,26.9873123058,70.03402606882952,4,0.0,0,0,18.183429472699082,0.5535714285714286,0,7.822697123132171,0,0.019688702691060857,0,11.938610575903699,212.57608947490994,814.182999999999,24.504459780654543,0,22.973366315,1,0,41.4305356174,0.0,0.3057658044200656,0.0,12.504399999999984,0.0,0,0,0.0,2,0,0,172.98880890816304,0,0,0.3057658044200656,0,0,0.0,0.0,115.574789213,0,0,0.0,42,0,0.0,44.94575136048208,94.9988559072,0,0.0,24.304080427335524,0,0,37.08879542100154,0,12.6883630397,23.043866293974098,24.304080427335524,0,0.0,-0.7561173385699724,0,0,4.32652671306,0,0,0,0,0,21.143015948,0,47.50841824748289,0,-1.51,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,344.873314812893,0,725.4789999999997,0,0,0,0.0,0,1,0.0,27.749897912544487,330,0,22,0,0.0,42.051785344545806,0,27.897662691470835,9,37.98322261200146,412155955281.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,38.1515548267,0,12.6883630397,0.0,18.521220231,19.0475342558,0,0,0,231.3868999999989,2,0,16.772604502204842,2,0,38.97774924523676,0,23.8694305095,0.9642857142857143,0.0,0.7561173385699724,6.332187454551158,0.0,0,0,0.8695652173913043,0,0,0,0,813.6247554059998
LMGP01010799,486,0,19.761307699035868,1.4642857142857142,0,2,0,10,56,0,0,1054.2567794096417,10.627298518077353,9.663197601708632,111.19000000000001,32.0247124628,0,0,0.0347851768531,-4.62902410863,193.6304798413096,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,57.7873946063,0,4.893411602752475,0,19.75852033493841,54.23,1,0.0,7.822697123132171,8,0,41.85248464853112,26.5028507633,6.801508436734724,26.9873123058,70.03402606882952,6,0.0,0,0,17.8298760821058,0.5535714285714286,0,7.822697123132171,0,0.019724438270602756,0,11.938610575903699,199.7344462290579,812.1669999999998,24.154289694915597,0,22.9567972683,1,0,41.4305356174,0.0,0.3057658044259222,0.0,12.280399999999984,0.0,0,0,0.0,2,0,0,165.87838425305276,0,0,0.3057658044259222,0,0,0.0,0.0,102.733145967,0,0,0.0,41,0,0.0,51.36657298340809,96.015424954,0,0.0,36.45612064100329,0,0,36.8292823970077,0,12.6736876495,22.693696208235146,36.45612064100329,0,0.0,-0.7561173385699724,0,0,4.37882453059,0,0,0,0,0,21.143015948,0,47.50841824748289,0,-1.7700000000000002,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,344.1837117807089,0,725.4790000000003,0,0,0,0.0,0,1,0.0,27.749897912544487,328,0,19,0,0.0,42.0517853445458,0,27.897662691470835,9,37.72370958800761,412155955281.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,50.3035950404,0,12.6736876495,0.0,18.521220231,19.0475342558,0,0,0,231.2928999999989,2,0,16.41905111161157,2,0,38.731828392524534,0,17.4486088865,0.9642857142857143,0.0,0.7561173385699724,6.072874878522962,0.0,0,0,0.8260869565217391,0,0,0,0,811.609105342
LMGP01010804,468,0,19.761307699035868,1.4642857142857142,0,2,0,10,56,0,0,1097.214709795686,10.410688546657,9.44658763028828,111.19000000000001,26.0554071749,0,0,0.0377652806593,-4.63278954073,180.78883659545758,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,51.3665729834,0,4.893411602752475,0,19.75852033493841,53.970000000000006,1,0.0,7.822697123132171,8,0,41.599637394033216,32.4721560513,6.629956206249167,26.9873123058,70.03402606882952,8,0.0,0,0,17.57036305811196,0.5535714285714286,0,7.822697123132171,0,0.019773483761928685,0,11.938610575903699,186.89280298320588,810.1509999999998,23.85462986639348,0,22.9434217115,1,0,41.4305356174,0.0,0.3057658044259222,0.0,12.056399999999986,0.0,0,0,0.0,2,0,0,178.03042446672052,0,0,0.3057658044259222,0,0,0.0,0.0,96.3123243439,0,0,0.0,40,0,0.0,38.524929737556064,97.0288005107,0,0.0,48.60816085467105,0,0,36.56976937301386,0,12.6670043977,22.39403637971303,48.60816085467105,0,0.0,-0.7561173385699724,0,0,4.41965749168,0,0,0,0,0,39.3710762685,0,47.50841824748289,0,-2.0300000000000002,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,343.49410874852464,0,725.4790000000003,0,0,0,0.0,0,1,0.0,27.749897912544487,326,0,19,0,0.0,42.0517853445458,0,27.897662691470835,9,37.46419656401377,412155955281.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,44.2275749336,0,12.6670043977,0.0,18.521220231,19.0475342558,0,0,0,231.1988999999989,2,0,16.159538087617726,2,0,38.486021358170305,0,17.4486088865,0.9642857142857143,0.0,0.7561173385699724,5.901322648037405,0.0,0,0,0.782608695652174,0,0,0,0,809.593455278
LMGP01010905,426,0,19.761307699035868,1.5357142857142858,0,2,0,10,56,0,0,1140.4782155324413,9.974379002183793,9.010278085815075,111.19000000000001,26.0554071749,0,0,0.0444892926397,-4.64233168726,167.94719334960556,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,51.3665729834,0,4.893411602752475,0,19.75852033493841,53.71000000000001,1,0.0,7.822697123132171,8,0,41.34685340542069,32.4721560513,6.251116544927751,26.9873123058,70.03402606882952,10,0.0,0,0,17.110863919120096,0.5535714285714286,0,7.822697123132171,0,0.01984117602213289,0,11.938610575903699,174.05115973735386,808.1349999999999,23.453949523437718,0,22.9108675371,1,0,41.4305356174,0.0,0.30577736195541144,0.0,11.832399999999987,0.0,0,0,0.0,2,0,0,138.81589169698017,0,0,0.30577736195541144,0,0,0.0,0.0,70.6290378522,0,0,0.0,39,0,0.0,77.04985947511214,98.0613546852,0,0.0,60.76020106833881,0,0,36.31025634902002,0,12.6454193318,21.993356036757266,60.76020106833881,0,0.0,-0.7561173385699724,0,0,4.48747615551,0,0,0,0,0,27.2190360549,0,47.50841824748289,0,-2.29,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,342.8045057163404,0,725.4790000000003,0,0,0,0.0,0,1,0.0,27.749897912544487,324,0,13,0,0.0,42.0517853445458,0,27.897662691470835,9,37.204683540019936,412155955281.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,68.5316553609,0,12.6454193318,0.0,18.521220231,19.0475342558,0,0,0,231.10489999999896,2,0,15.700038948625863,2,0,38.240329523740115,0,30.2902521324,0.9821428571428571,0.0,0.7561173385699724,5.522482986715986,0.0,0,0,0.7391304347826086,0,0,0,0,807.577805214
LMGP01012171,378,0,19.761307699035868,1.5178571428571428,0,2,0,10,56,0,0,1184.0368751684387,9.674569253730015,8.710468337361299,111.19000000000001,26.0554071749,0,0,0.0421103329395,-4.63810594471,155.10555010375353,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,89.891502721,0,4.893411602752475,0,19.75852033493841,53.45,1,0.0,7.822697123132171,8,0,41.09413352465518,32.4721560513,6.049259693148015,26.9873123058,70.03402606882952,12,0.0,0,0,16.73043707498915,0.5714285714285714,0,7.822697123132171,0,0.019934768651371556,0,11.938610575903699,161.20951649150183,806.1189999999999,23.10377943769878,0,22.9242820612,1,0,41.4305356174,0.0,0.3057658044259222,0.0,11.608399999999989,0.0,0,0,0.0,2,0,0,131.7054670418699,0,0,0.3057658044259222,0,0,0.0,0.0,25.6832864917,0,0,0.0,38,0,0.0,83.47068109803816,99.047940161,0,0.0,72.91224128200658,0,0,36.05074332502618,0,12.6636557994,21.643185951018328,72.91224128200658,0,0.0,-0.7561173385699724,0,0,4.45964075653,0,0,0,0,0,21.143015948,0,47.50841824748289,0,-2.55,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,342.11490268415616,0,725.4790000000003,0,0,0,0.0,0,1,0.0,27.749897912544487,322,0,11,0,0.0,42.0517853445458,0,27.897662691470835,9,36.945170516026096,412155955281.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,86.7597156814,0,12.6636557994,0.0,18.521220231,19.0475342558,0,0,0,231.01089999999897,2,0,15.319612104494919,2,0,37.994754293173415,0,23.8694305095,1.0178571428571428,0.0,0.7561173385699724,5.32062613493625,0.0,0,0,0.6956521739130435,0,0,0,0,805.56215515
LMGP01010650,402,0,19.761307699035868,1.4821428571428572,0,2,0,10,56,0,0,1184.0368751684389,9.718589883677563,8.754488967308847,111.19000000000001,26.0554071749,0,0,0.0468253513085,-4.64525075308,155.10555010375353,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,57.7873946063,0,4.893411602752475,0,19.75852033493841,53.45,1,0.0,7.822697123132171,8,0,41.09413352465518,32.4721560513,6.1137392228455845,26.9873123058,70.03402606882952,12,0.0,0,0,16.742342456788307,0.5714285714285714,0,7.822697123132171,0,0.019934768651371556,0,11.938610575903699,161.20951649150183,806.1189999999999,23.103779437698776,0,22.8922000743,1,0,41.4305356174,0.0,0.3060811734392554,0.0,11.608399999999989,0.0,0,0,0.0,2,0,0,163.8095751565,0,0,0.3060811734392554,0,0,0.0,0.0,64.2082162293,0,0,0.0,38,0,0.0,51.36657298340809,99.0800221479,0,0.0,72.91224128200658,0,0,36.050743325026176,0,12.6313962434,21.643185951018324,72.91224128200658,0,0.0,-0.7561173385699724,0,0,4.51231294049,0,0,0,0,0,33.2950561617,0,47.50841824748289,0,-2.55,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,342.1149026841561,0,725.4790000000003,0,0,0,0.0,0,1,0.0,27.749897912544487,322,0,11,0,0.0,42.0517853445458,0,27.897662691470835,9,36.94517051602609,412155869823.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,74.6076754677,0,12.6313962434,0.0,18.521220231,19.0475342558,0,0,0,231.01089999999897,2,0,15.331517486294073,2,0,37.994754293173415,0,17.4486088865,1.0178571428571428,0.0,0.7561173385699724,5.385105664633822,0.0,0,0,0.6956521739130435,0,0,0,0,805.56215515
LMGP01011910,342,0,19.761307699035868,1.4107142857142858,0,2,0,10,56,0,0,1227.8809547676726,9.352043389468944,8.38794247310023,111.19,26.0554071749,0,0,0.0511609513091,-4.65072046567,142.2639068579015,0,0,0.0,0,0.0,0,14.154122653074971,0,0,0,0,57.7873946063,0,4.893411602752475,0,19.75852033493841,53.190000000000005,1,0.0,7.822697123132171,8,0,40.84147860868286,32.4721560513,5.732491392871362,26.9873123058,70.03402606882952,14,0.0,0,0,16.40375713793356,0.5535714285714286,0,7.822697123132171,0,0.020063897222296272,0,11.938610575903699,148.3678732456498,804.1029999999997,22.753609351959835,0,22.8783471141,1,0,41.4305356174,0.0,0.30576599878906296,0.0,11.38439999999999,0.0,0,0,0.0,2,0,0,124.59504238675962,0,0,0.30576599878906296,0,0,0.0,0.0,44.9457513605,0,0,0.0,37,0,0.0,89.89150272096417,100.093875108,0,0.0,85.06428149567434,0,0,35.791230301032336,0,12.6353650235,21.29301586527939,85.06428149567434,0,0.0,-0.7561173385699724,0,0,4.56563948251,0,0,0,0,0,27.2190360549,0,47.50841824748289,0,-2.8099999999999996,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,341.42529965197184,0,725.4789999999997,0,0,0,0.0,0,1,0.0,27.749897912544487,320,0,7,0,0.0,42.051785344545806,0,27.897662691470835,9,36.68565749203225,412155954173.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,92.8357357882,0,12.6353650235,0.0,18.521220231,19.0475342558,0,0,0,230.91689999999898,2,0,14.992932167439324,2,0,37.74929709323588,0,23.8694305095,0.9642857142857143,0.0,0.7561173385699724,5.003857834659596,0.0,0,0,0.6521739130434783,0,0,0,0,803.5465050859999
LMGP01012103,354,0,19.761307699035868,1.5892857142857142,0,2,0,10,56,0,0,1227.8809547676726,9.376838174141426,8.412737257772712,111.19,26.0554071749,0,0,0.0479661085901,-4.6454634211,142.2639068579015,0,0,0.0,0,0.0,0,14.154122653074971,0,0,0,0,77.0498594751,0,4.893411602752475,0,19.75852033493841,53.190000000000005,1,0.0,7.822697123132171,8,0,40.84147860868286,32.4721560513,5.813158706451612,26.9873123058,70.03402606882952,14,0.0,0,0,16.376883684395878,0.5714285714285714,0,7.822697123132171,0,0.020063897222296272,0,11.938610575903699,148.3678732456498,804.1029999999995,22.753609351959838,0,22.8816389971,1,0,41.4305356174,0.0,0.30576580442008805,0.0,11.38439999999999,0.0,0,0,0.0,2,0,0,137.43668563261167,0,0,0.30576580442008805,0,0,0.0,0.0,25.6832864917,0,0,0.0,37,0,0.0,77.04985947511214,100.090583225,0,0.0,85.06428149567434,0,0,35.791230301032336,0,12.6345539674,21.293015865279393,85.06428149567434,0,0.0,-0.7561173385699724,0,0,4.52387415814,0,0,0,0,0,33.2950561617,0,47.50841824748289,0,-2.8099999999999996,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,341.4252996519717,0,725.4789999999998,0,0,0,0.0,0,1,0.0,27.749897912544487,320,0,8,0,0.0,42.051785344545806,0,27.897662691470835,9,36.68565749203225,412155862349.0,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,86.7597156814,0,12.6345539674,0.0,18.521220231,19.0475342558,0,0,0,230.91689999999898,2,0,14.966058713901642,2,0,37.74929709323588,0,23.8694305095,1.0535714285714286,0.0,0.7561173385699724,5.084525148239849,0.0,0,0,0.6521739130434783,0,0,0,0,803.5465050859999
LMGP01010813,498,0,19.761307699035868,1.4137931034482758,0,2,0,10,58,0,0,1129.2470909561348,10.816130711719927,9.852029795351205,111.19000000000001,26.0554071749,0,0,0.0376669710695,-4.63476323786,193.6304798413096,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,57.7873946063,0,4.893411602752475,0,19.75852033493841,55.970000000000006,1,0.0,7.822697123132171,8,0,43.546184508645375,32.4721560513,6.895749251299801,27.9873123058,70.03402606882952,8,0.0,0,0,18.183429472699075,0.5344827586206896,0,7.822697123132171,0,0.01964236851991462,0,11.938610575903699,199.7344462290579,838.2049999999997,24.80411960917666,0,22.9695989268,1,0,42.8447491798,0.0,0.3057658059606678,0.0,12.836599999999981,0.0,0,0,0.0,2,0,0,171.6096028437945,0,0,0.3057658059606678,0,0,0.0,0.0,102.733145967,0,0,0.0,42,0,0.0,57.787394606334104,100.002623295,0,0.0,48.60816085467105,0,0,37.98398293538695,0,12.687779508,23.343526122496208,48.60816085467105,0,0.0,-0.7561173385699724,0,0,4.39050131055,0,0,0,0,0,21.143015948,0,47.50841824748289,0,-2.0300000000000002,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,356.2239929773178,0,749.5010000000002,0,0,0,0.0,0,1,0.0,27.749897912544487,338,0,18,0,0.0,42.0517853445458,0,27.897662691470835,9,38.87841012638686,1.08851358547e+12,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,62.4556352541,0,12.687779508,0.0,18.521220231,19.0475342558,0,0,0,240.43289999999888,2,0,16.77260450220484,2,0,40.37970915390868,0,17.4486088865,0.9310344827586207,0.0,0.7561173385699724,6.1671156930880375,0.0,0,0,0.7916666666666666,0,0,0,0,837.624755406
LMGP01010818,468,0,19.761307699035868,1.4655172413793103,0,2,0,10,58,0,0,1172.7084800177986,10.516320963266148,9.552220046897427,111.19000000000001,26.0554071749,0,0,0.0390924870961,-4.63643129342,180.78883659545758,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,70.6290378522,0,4.893411602752475,0,19.75852033493841,55.71,1,0.0,7.822697123132171,8,0,43.29293447078462,32.4721560513,6.70339360013526,27.9873123058,70.03402606882952,10,0.0,0,0,17.803002628568127,0.5517241379310345,0,7.822697123132171,0,0.019676594385217995,0,11.938610575903699,186.89280298320588,836.1889999999997,24.453949523437718,0,22.9634741163,1,0,42.8447491798,0.0,0.3057658059606678,0.0,12.612599999999983,0.0,0,0,0.0,2,0,0,170.91999981161027,0,0,0.3057658059606678,0,0,0.0,0.0,77.0498594751,0,0,0.0,41,0,0.0,57.787394606334104,101.008748106,0,0.0,60.76020106833881,0,0,37.7244699113931,0,12.6853957211,22.993356036757266,60.76020106833881,0,0.0,-0.7561173385699724,0,0,4.40269606859,0,0,0,0,0,21.143015948,0,47.50841824748289,0,-2.29,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,355.5343899451335,0,749.5010000000002,0,0,0,0.0,0,1,0.0,27.749897912544487,336,0,16,0,0.0,42.0517853445458,0,27.897662691470835,9,38.61889710239302,1.08851358547e+12,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,74.6076754677,0,12.6853957211,0.0,18.521220231,19.0475342558,0,0,0,240.3388999999989,2,0,16.392177658073894,2,0,40.133165680456074,0,17.4486088865,0.9827586206896551,0.0,0.7561173385699724,5.9747600419234965,0.0,0,0,0.75,0,0,0,0,835.609105342
LMGP01010821,450,0,19.761307699035868,1.4310344827586208,0,2,0,10,58,0,0,1216.4584615445508,10.218589883677561,9.254488967308841,111.19000000000001,26.0554071749,0,0,0.0466969407233,-4.64760413292,167.94719334960556,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,57.7873946063,0,4.893411602752475,0,19.75852033493841,55.45,1,0.0,7.822697123132171,8,0,43.039742426426635,32.4721560513,6.4672926134388575,27.9873123058,70.03402606882952,12,0.0,0,0,17.44944923797485,0.5517241379310345,0,7.822697123132171,0,0.019724035488398243,0,11.938610575903699,174.05115973735386,834.1729999999998,24.103779437698776,0,22.9257147137,1,0,42.8447491798,0.0,0.3060811734392554,0.0,12.388599999999984,0.0,0,0,0.0,2,0,0,176.65121840235201,0,0,0.3060811734392554,0,0,0.0,0.0,77.0498594751,0,0,0.0,40,0,0.0,51.36657298340809,102.046507509,0,0.0,72.91224128200658,0,0,37.46495688739926,0,12.6515068322,22.643185951018324,72.91224128200658,0,0.0,-0.7561173385699724,0,0,4.47689531639,0,0,0,0,0,33.2950561617,0,47.50841824748289,0,-2.55,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,354.84478691294925,0,749.5010000000002,0,0,0,0.0,0,1,0.0,27.749897912544487,334,0,13,0,0.0,42.0517853445458,0,27.897662691470835,9,38.359384078399174,1.08851358547e+12,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,74.6076754677,0,12.6515068322,0.0,18.521220231,19.0475342558,0,0,0,240.2448999999989,2,0,16.038624267480618,2,0,39.88672856619964,0,17.4486088865,0.9827586206896551,0.0,0.7561173385699724,5.738659055227095,0.0,0,0,0.7083333333333334,0,0,0,0,833.593455278
LMGP01010913,402,0,19.761307699035868,1.5344827586206897,0,2,0,10,58,0,0,1260.4877228169194,9.876838174141426,8.91273725777271,111.19000000000001,26.0554071749,0,0,0.0499702544061,-4.65177948014,155.10555010375353,0,0,0.0,0,0.0,0,14.154122653074973,0,0,0,0,70.6290378522,0,4.893411602752475,0,19.75852033493841,55.19,1,0.0,7.822697123132171,8,0,42.78660912523496,32.4721560513,6.166712097044884,27.9873123058,70.03402606882952,14,0.0,0,0,17.083990465582417,0.5517241379310345,0,7.822697123132171,0,0.01979000273243723,0,11.938610575903699,161.20951649150183,832.1569999999998,23.753609351959838,0,22.9109399719,1,0,42.8447491798,0.0,0.3060811734392554,0.0,12.164599999999986,0.0,0,0,0.0,2,0,0,150.2783288784637,0,0,0.3060811734392554,0,0,0.0,0.0,44.9457513605,0,0,0.0,39,0,0.0,77.04985947511214,103.06128225,0,0.0,85.06428149567434,0,0,37.20544386340543,0,12.647331485,22.293015865279386,85.06428149567434,0,0.0,-0.7561173385699724,0,0,4.51599972925,0,0,0,0,0,33.2950561617,0,47.50841824748289,0,-2.8099999999999996,0,6.103966387748303,0,0,0,32.675342884098704,0,0,1,0,0.0,0,0,0.0,0.0,354.155183880765,0,749.5010000000002,0,0,0,0.0,0,1,0.0,27.749897912544487,332,0,10,0,0.0,42.0517853445458,0,27.897662691470835,9,38.099871054405334,1.08851358547e+12,12.841643245852019,0.0,1,0,0,0,0,0.0,0,0,0,86.7597156814,0,12.647331485,0.0,18.521220231,19.0475342558,0,0,0,240.15089999999896,2,0,15.673165495088186,2,0,39.64039907347099,0,23.8694305095,1.0172413793103448,0.0,0.7561173385699724,5.4380785388331185,0.0,0,0,0.6666666666666666,0,0,0,0,831.577805214
