IDENTIFIER,Chi0v,fr_isocyan,EState_VSA6,fr_NH0,PEOE_VSA2,fr_bicyclic,fr_dihydropyridine,FractionCSP3,fr_C_O_noCOO,BCUT2D_LOGPLOW,fr_methoxy,fr_Ar_COO,fr_sulfonamd,NOCount,SlogP_VSA7,PEOE_VSA5,VSA_EState3,fr_diazo,VSA_EState2,SlogP_VSA12,PEOE_VSA3,MolMR,NumSaturatedCarbocycles,fr_COO,NumAliphaticRings,fr_barbitur,fr_benzodiazepine,fr_ester,PEOE_VSA6,qed,EState_VSA5,Chi0,SlogP_VSA3,fr_Al_OH_noTert,HeavyAtomCount,BCUT2D_CHGHI,Chi4v,fr_nitro_arom_nonortho,PEOE_VSA14,VSA_EState9,MinAbsEStateIndex,FpDensityMorgan3,VSA_EState7,fr_Ndealkylation1,PEOE_VSA10,EState_VSA7,Chi1v,LabuteASA,SlogP_VSA11,NumHeteroatoms,BCUT2D_MWLOW,BCUT2D_LOGPHI,SMR_VSA2,MolWt,Chi2n,VSA_EState6,EState_VSA11,fr_halogen,fr_sulfone,EState_VSA2,fr_priamide,fr_guanido,fr_imide,MinAbsPartialCharge,fr_N_O,fr_Al_COO,MaxAbsEStateIndex,PEOE_VSA8,SlogP_VSA10,fr_quatN,fr_ketone_Topliss,SMR_VSA9,VSA_EState1,Kappa2,fr_ether,fr_morpholine,HeavyAtomMolWt,SlogP_VSA9,NHOHCount,RingCount,Chi1,fr_oxazole,ExactMolWt,PEOE_VSA11,MinEStateIndex,fr_urea,Chi0n,fr_pyridine,fr_nitroso,SMR_VSA8,NumAliphaticCarbocycles,fr_allylic_oxid,BertzCT,SMR_VSA6,MaxPartialCharge,Chi3n,fr_alkyl_carbamate,fr_C_S,NumValenceElectrons,EState_VSA9,fr_benzene,Chi3v,fr_Al_OH,fr_furan,SlogP_VSA1,SMR_VSA1,NumAromaticHeterocycles,NumRotatableBonds,HallKierAlpha,fr_thiophene,fr_hdrzone,fr_aniline,Chi2v,Ipc,PEOE_VSA9,fr_HOCCN,fr_nitrile,FpDensityMorgan2,fr_Nhpyrrole,SlogP_VSA5,fr_epoxide,fr_thiazole,Chi4n,NumAromaticRings,fr_nitro,Kappa3,SMR_VSA10,fr_ArN,fr_imidazole,fr_amide,fr_aldehyde,VSA_EState5,FpDensityMorgan1,SlogP_VSA4,SlogP_VSA6,fr_COO2,EState_VSA1,fr_thiocyan,fr_oxime,fr_hdrzine,NumAromaticCarbocycles,VSA_EState8,fr_amidine,NumSaturatedRings,fr_sulfide,fr_phos_ester,BCUT2D_MRHI,fr_tetrazole,NumHDonors,fr_azo,fr_term_acetylene,EState_VSA10,fr_SH,TPSA,MinPartialCharge,EState_VSA8,Kappa1,SMR_VSA4,fr_NH2,PEOE_VSA1,SMR_VSA7,NumHAcceptors,fr_Ar_OH,EState_VSA4,SMR_VSA3,PEOE_VSA12,VSA_EState10,PEOE_VSA13,fr_prisulfonamd,SlogP_VSA2,fr_Ar_NH,NumRadicalElectrons,BalabanJ,PEOE_VSA4,fr_azide,fr_ketone,fr_phenol_noOrthoHbond,NumAliphaticHeterocycles,BCUT2D_CHGLO,MolLogP,fr_Imine,fr_aryl_methyl,fr_Ndealkylation2,fr_NH1,fr_piperdine,fr_lactam,fr_Ar_N,EState_VSA3,fr_C_O,fr_lactone,fr_para_hydroxylation,fr_alkyl_halide,fr_unbrch_alkane,NumSaturatedHeterocycles,BCUT2D_MRLOW,fr_nitro_arom,MaxAbsPartialCharge,Chi1n,fr_phos_acid,fr_isothiocyan,SMR_VSA5,MaxEStateIndex,SlogP_VSA8,VSA_EState4,fr_piperzine,PEOE_VSA7,fr_phenol,BCUT2D_MWHI
LMGP01011910,36.68565749203225,0,0.0,1,14.154122653074971,0,0,0.6521739130434783,2,-2.374085581352326,0,0,0,9,0.0,0.0,0.0,0,37.44484139953789,7.822697123132171,0.0,230.91689999999898,0,0,0,0,0,2,124.59504238675962,0.020063897222296272,44.94575136048208,41.43053561740385,32.675342884098704,0,56,2.212858647677454,5.732491392871362,0,11.938610575903699,1.0955508244997563,0.05116095130910581,1.4107142857142858,47.62376424605373,1,19.75852033493841,27.21903605486545,22.753609351959835,341.42529965197184,0.0,10,10.148417682918044,2.3796860534341095,0.0,804.1029999999997,14.992932167439324,0.0,0.0,0,0,26.055407174877857,0,0,0,0.30576599878906296,0,0,12.635365023458618,12.841643245852019,0.0,1,0,0.0,33.73452280893259,37.74929709323588,2,0,725.4789999999997,0.0,0,0,26.987312305779206,0,803.5465050859999,6.103966387748303,-4.650720465673508,0,35.791230301032336,0,0,0.0,0,14,1227.8809547676726,47.50841824748289,0.30576599878906296,8.38794247310023,0,0,320,18.521220231023733,0,9.352043389468944,0,0,4.893411602752475,42.051785344545806,0,37,-2.8099999999999996,0,0,0,16.40375713793356,412155954172.5035,27.749897912544487,0,0,0.9642857142857143,0,142.2639068579015,0,0,5.003857834659596,0,0,40.84147860868286,19.761307699035868,0,0,0,0,-0.9551237916350441,0.5535714285714286,0.0,85.06428149567434,0,32.47215605129709,0,0,0,0,4.028666734833298,0,0,0,1,7.454043794919697,0,0,0,0,19.047534255827447,0,111.19,-0.7561173385699724,92.8357357882217,53.190000000000005,0.0,0,27.897662691470835,85.06428149567434,8,0,57.787394606334104,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.565639482507815,0.0,0,0,0,0,-2.279349244708589,11.38439999999999,0,0,0,0,0,0,0,23.869430509459217,2,0,0,0,7,0,-0.870000360830626,0,0.7561173385699724,21.29301586527939,1,0,148.3678732456498,12.635365023458618,0.0,0.0,0,89.89150272096417,0,31.204696795336027
LMGP01012103,36.68565749203225,0,0.0,1,14.154122653074971,0,0,0.6521739130434783,2,-2.374083829952334,0,0,0,9,0.0,0.0,0.0,0,37.432513603949516,7.822697123132171,0.0,230.91689999999898,0,0,0,0,0,2,137.43668563261167,0.020063897222296272,25.683286491704038,41.43053561740385,32.675342884098704,0,56,2.212797680002153,5.813158706451612,0,11.938610575903699,1.1060359799021855,0.04796610859006023,1.5892857142857142,47.677129759916575,1,19.75852033493841,33.29505616169933,22.753609351959838,341.4252996519717,0.0,10,10.084518798076816,2.379715937054838,0.0,804.1029999999995,14.966058713901642,0.0,0.0,0,0,26.055407174877857,0,0,0,0.30576580442008805,0,0,12.63455396736028,12.841643245852019,0.0,1,0,0.0,33.738439295649805,37.74929709323588,2,0,725.4789999999998,0.0,0,0,26.98731230577921,0,803.5465050859999,6.103966387748303,-4.645463421099476,0,35.791230301032336,0,0,0.0,0,14,1227.8809547676726,47.50841824748289,0.30576580442008805,8.412737257772712,0,0,320,18.521220231023733,0,9.376838174141426,0,0,4.893411602752475,42.051785344545806,0,37,-2.8099999999999996,0,0,0,16.376883684395878,412155862348.9327,27.749897912544487,0,0,1.0535714285714286,0,142.2639068579015,0,0,5.084525148239849,0,0,40.84147860868286,19.761307699035868,0,0,0,0,-0.9520995639535723,0.5714285714285714,0.0,85.06428149567434,0,32.47215605129709,0,0,0,0,3.970203146757704,0,0,0,1,7.454043795980726,0,0,0,0,19.047534255827447,0,111.19,-0.7561173385699724,86.75971568138782,53.190000000000005,0.0,0,27.897662691470835,85.06428149567434,8,0,77.04985947511214,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.523874158135324,0.0,0,0,0,0,-2.279334955772926,11.38439999999999,0,0,0,0,0,0,0,23.869430509459217,2,0,0,0,8,0,-0.8700003608255608,0,0.7561173385699724,21.293015865279393,1,0,148.3678732456498,12.63455396736028,0.0,0.0,0,77.04985947511214,0,31.204696795336403
LMGP01010813,38.87841012638686,0,0.0,1,14.154122653074973,0,0,0.7916666666666666,2,-2.374086431783657,0,0,0,9,0.0,0.0,0.0,0,37.57947052465132,7.822697123132171,0.0,240.43289999999888,0,0,0,0,0,2,171.6096028437945,0.01964236851991462,102.7331459668162,42.84474917977694,32.675342884098704,0,58,2.2139001518134873,6.895749251299801,0,11.938610575903699,1.142692618285106,0.037666971069481026,1.4137931034482758,47.03354872447014,1,19.75852033493841,21.143015948031568,24.80411960917666,356.2239929773178,0.0,10,10.038181994853979,2.380001237038123,0.0,838.2049999999997,16.77260450220484,0.0,0.0,0,0,26.055407174877857,0,0,0,0.3057658059606678,0,0,12.687779507953142,12.841643245852019,0.0,1,0,0.0,33.91405469632842,40.37970915390868,2,0,749.5010000000002,0.0,0,0,27.987312305779206,0,837.624755406,6.103966387748303,-4.634763237860498,0,37.98398293538695,0,0,0.0,0,8,1129.2470909561348,47.50841824748289,0.3057658059606678,9.852029795351205,0,0,338,18.521220231023733,0,10.816130711719927,0,0,4.893411602752475,42.0517853445458,0,42,-2.0300000000000002,0,0,0,18.183429472699075,1088513585466.8529,27.749897912544487,0,0,0.9310344827586207,0,193.6304798413096,0,0,6.1671156930880375,0,0,43.546184508645375,19.761307699035868,0,0,0,0,-0.8670785057772528,0.5344827586206896,0.0,48.60816085467105,0,32.47215605129709,0,0,0,0,4.1695341642644825,0,0,0,1,7.454043955758198,0,0,0,0,19.047534255827447,0,111.19000000000001,-0.7561173385699724,62.4556352540523,55.970000000000006,0.0,0,27.897662691470835,48.60816085467105,8,0,57.787394606334104,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.390501310546547,0.0,0,0,0,0,-2.2793815760814913,12.836599999999981,0,0,0,0,0,0,0,17.448608886533208,2,0,0,0,18,0,-0.8700003642708131,0,0.7561173385699724,23.343526122496208,1,0,199.7344462290579,12.687779507953142,0.0,0.0,0,57.787394606334104,0,31.20469698497444
LMGP01010818,38.61889710239302,0,0.0,1,14.154122653074973,0,0,0.75,2,-2.37408644311829,0,0,0,9,0.0,0.0,0.0,0,37.57400744786242,7.822697123132171,0.0,240.3388999999989,0,0,0,0,0,2,170.91999981161027,0.019676594385217995,77.04985947511214,42.84474917977694,32.675342884098704,0,58,2.213824560065917,6.70339360013526,0,11.938610575903699,1.1375743050997453,0.03909248709613666,1.4655172413793103,48.15284710536458,1,19.75852033493841,21.143015948031568,24.453949523437718,355.5343899451335,0.0,10,10.038181994864475,2.379961409530469,0.0,836.1889999999997,16.392177658073894,0.0,0.0,0,0,26.055407174877857,0,0,0,0.3057658059606678,0,0,12.685395721105069,12.841643245852019,0.0,1,0,0.0,33.903732863837085,40.133165680456074,2,0,749.5010000000002,0.0,0,0,27.987312305779206,0,835.609105342,6.103966387748303,-4.636431293416053,0,37.7244699113931,0,0,0.0,0,10,1172.7084800177986,47.50841824748289,0.3057658059606678,9.552220046897427,0,0,336,18.521220231023733,0,10.516320963266148,0,0,4.893411602752475,42.0517853445458,0,41,-2.29,0,0,0,17.803002628568127,1088513585466.8529,27.749897912544487,0,0,0.9827586206896551,0,180.78883659545758,0,0,5.9747600419234965,0,0,43.29293447078462,19.761307699035868,0,0,0,0,-0.8713816028840546,0.5517241379310345,0.0,60.76020106833881,0,32.47215605129709,0,0,0,0,4.075442102942439,0,0,0,1,7.45404449384093,0,0,0,0,19.047534255827447,0,111.19000000000001,-0.7561173385699724,74.60767546772006,55.71,0.0,0,27.897662691470835,60.76020106833881,8,0,70.62903785218613,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.402696068590213,0.0,0,0,0,0,-2.279381590610078,12.612599999999983,0,0,0,0,0,0,0,17.448608886533208,2,0,0,0,16,0,-0.8700003639754331,0,0.7561173385699724,22.993356036757266,1,0,186.89280298320588,12.685395721105069,0.0,0.0,0,57.787394606334104,0,31.20469698194825
LMGP01010821,38.359384078399174,0,0.0,1,14.154122653074973,0,0,0.7083333333333334,2,-2.3740808688536994,0,0,0,9,0.0,0.0,0.0,0,37.52185409616361,7.822697123132171,0.0,240.2448999999989,0,0,0,0,0,2,176.65121840235201,0.019724035488398243,77.04985947511214,42.84474917977694,32.675342884098704,0,58,2.212629924929231,6.4672926134388575,0,11.938610575903699,1.112081737702416,0.04669694072331754,1.4310344827586208,49.43297168141868,1,19.75852033493841,33.29505616169933,24.103779437698776,354.84478691294925,0.0,10,10.038182445978197,2.379832386805466,0.0,834.1729999999998,16.038624267480618,0.0,0.0,0,0,26.055407174877857,0,0,0,0.3060811734392554,0,0,12.65150683221618,12.841643245852019,0.0,1,0,0.0,33.81809923283611,39.88672856619964,2,0,749.5010000000002,0.0,0,0,27.987312305779206,0,833.593455278,6.103966387748303,-4.647604132922226,0,37.46495688739926,0,0,0.0,0,12,1216.4584615445508,47.50841824748289,0.3060811734392554,9.254488967308841,0,0,334,18.521220231023733,0,10.218589883677561,0,0,4.893411602752475,42.0517853445458,0,40,-2.55,0,0,0,17.44944923797485,1088513585466.8529,27.749897912544487,0,0,0.9827586206896551,0,167.94719334960556,0,0,5.738659055227095,0,0,43.039742426426635,19.761307699035868,0,0,0,0,-0.9338044423902274,0.5517241379310345,0.0,72.91224128200658,0,32.47215605129709,0,0,0,0,4.021019916491628,0,0,0,1,7.454045053428663,0,0,0,0,19.047534255827447,0,111.19000000000001,-0.7561173385699724,74.60767546772006,55.45,0.0,0,27.897662691470835,72.91224128200658,8,0,57.787394606334104,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.476895316387992,0.0,0,0,0,0,-2.279253093100572,12.388599999999984,0,0,0,0,0,0,0,17.448608886533208,2,0,0,0,13,0,-0.8700003636366865,0,0.7561173385699724,22.643185951018324,1,0,174.05115973735386,12.65150683221618,0.0,0.0,0,51.36657298340809,0,31.204696978921564
LMGP01010913,38.099871054405334,0,0.0,1,14.154122653074973,0,0,0.6666666666666666,2,-2.3740808813683882,0,0,0,9,0.0,0.0,0.0,0,37.504863288730206,7.822697123132171,0.0,240.15089999999896,0,0,0,0,0,2,150.2783288784637,0.01979000273243723,44.94575136048208,42.84474917977694,32.675342884098704,0,58,2.2124664565558656,6.166712097044884,0,11.938610575903699,1.1007550299359767,0.049970254406089154,1.5344827586206897,50.53793427651214,1,19.75852033493841,33.29505616169933,23.753609351959838,354.155183880765,0.0,10,10.077709935936639,2.3797561616938006,0.0,832.1569999999998,15.673165495088186,0.0,0.0,0,0,26.055407174877857,0,0,0,0.3060811734392554,0,0,12.647331484993957,12.841643245852019,0.0,1,0,0.0,33.788682659347245,39.64039907347099,2,0,749.5010000000002,0.0,0,0,27.987312305779206,0,831.577805214,6.103966387748303,-4.651779480144447,0,37.20544386340543,0,0,0.0,0,14,1260.4877228169194,47.50841824748289,0.3060811734392554,8.91273725777271,0,0,332,18.521220231023733,0,9.876838174141426,0,0,4.893411602752475,42.0517853445458,0,39,-2.8099999999999996,0,0,0,17.083990465582417,1088513585466.8529,27.749897912544487,0,0,1.0172413793103448,0,155.10555010375353,0,0,5.4380785388331185,0,0,42.78660912523496,19.761307699035868,0,0,0,0,-0.9497505245267863,0.5517241379310345,0.0,85.06428149567434,0,32.47215605129709,0,0,0,0,3.989737492223451,0,0,0,1,7.454045591036921,0,0,0,0,19.047534255827447,0,111.19000000000001,-0.7561173385699724,86.75971568138782,55.19,0.0,0,27.897662691470835,85.06428149567434,8,0,70.62903785218613,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.5159997292523775,0.0,0,0,0,0,-2.279252706324064,12.164599999999986,0,0,0,0,0,0,0,23.86943050945922,2,0,0,0,10,0,-0.8700003633455511,0,0.7561173385699724,22.293015865279386,1,0,161.20951649150183,12.647331484993957,0.0,0.0,0,77.04985947511214,0,31.20469697589482
LMGP01010947,37.840358030411494,0,0.0,1,14.154122653074973,0,0,0.625,2,-2.3740808917242906,0,0,0,9,0.0,0.0,0.0,0,37.493790395461346,7.822697123132171,0.0,240.05689999999896,0,0,0,0,0,2,143.16790422335342,0.019881712841972952,25.683286491704038,42.84474917977694,32.675342884098704,0,58,2.2123615029362753,5.907399521016688,0,11.938610575903699,1.092387073089156,0.052354041254161654,1.5344827586206897,51.624568770722455,1,19.75852033493841,33.29505616169933,23.403439266220897,353.4655808485807,0.0,10,10.090285912168037,2.379700167733214,0.0,830.141,15.319612104494917,0.0,0.0,0,0,26.055407174877857,0,0,0,0.3060811734392554,0,0,12.644403233566166,12.841643245852019,0.0,1,0,0.0,33.76896819603057,39.394178484592004,2,0,749.5010000000002,0.0,0,0,27.987312305779206,0,829.56215515,6.103966387748303,-4.6547077315722385,0,36.94593083941159,0,0,0.0,0,16,1304.7875334542189,47.50841824748289,0.3060811734392554,8.601569451415287,0,0,330,18.521220231023733,0,9.565670367784003,0,0,4.893411602752475,42.0517853445458,0,38,-3.0699999999999994,0,0,0,16.73043707498915,1088513585466.8529,27.749897912544487,0,0,1.0172413793103448,0,142.2639068579015,0,0,5.178765962804924,0,0,42.53353532983208,19.761307699035868,0,0,0,0,-0.9594546403134365,0.5517241379310345,0.0,97.2163217093421,0,32.47215605129709,0,0,0,0,3.9519624272321368,0,0,0,1,7.45404613573971,0,0,0,0,19.047534255827447,0,111.19000000000001,-0.7561173385699724,98.91175589505558,54.92999999999999,0.0,0,27.897662691470835,97.2163217093421,8,0,77.04985947511214,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.542332096140054,0.0,0,0,0,0,-2.2792527054966283,11.940599999999986,0,0,0,0,0,0,0,23.86943050945922,2,0,0,0,7,0,-0.8700003630577039,0,0.7561173385699724,21.942845779540445,1,0,148.3678732456498,12.644403233566166,0.0,0.0,0,83.47068109803816,0,31.20469697286818
LMGP01012119,38.7355455447969,0,0.0,1,14.154122653074971,0,0,0.56,2,-2.3740826472404684,0,0,0,9,0.0,0.0,0.0,0,37.50143390304458,7.822697123132171,0.0,249.10289999999895,0,0,0,0,0,2,148.2095197819109,0.019844601727062573,19.26246486877803,44.25896274215003,32.675342884098704,0,60,2.2122495983200277,5.751828960168768,0,11.938610575903699,1.068181643796001,0.059724816709155526,1.4166666666666667,56.78908154845864,1,19.75852033493841,39.37107626853321,23.703099094743013,364.81625901300544,0.0,10,10.163253547948774,2.379678627227466,0.0,854.1629999999997,15.319612104494926,0.0,0.0,0,0,26.055407174877857,0,0,0,0.3057773619554231,0,0,12.656842977404066,12.841643245852019,0.0,1,0,0.0,33.73180455650934,40.79717539304901,2,0,773.5229999999997,0.0,0,0,28.98731230577921,0,853.5621551499999,6.103966387748303,-4.666380789493989,0,37.841118353796986,0,0,0.0,0,20,1427.3847863332933,47.50841824748289,0.3057773619554231,8.47923383870044,0,0,338,18.521220231023733,0,9.443334755069152,0,0,4.893411602752475,42.051785344545806,0,38,-3.589999999999999,0,0,0,16.73043707498916,2873657184707.5557,27.749897912544487,0,0,0.9666666666666667,0,129.42226361204948,0,0,5.023195401957002,0,0,43.974891550847545,19.761307699035868,0,0,0,0,-1.0131437139321782,0.5333333333333333,0.0,121.52040213667762,0,32.47215605129709,0,0,0,0,3.8948642843458376,0,0,0,1,7.454049017783417,0,0,0,0,19.047534255827447,0,111.19,-0.7561173385699724,117.13981621555722,56.41000000000001,0.0,0,27.897662691470835,121.52040213667762,8,0,64.20821622926012,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.600457436894945,0.0,0,0,0,0,-2.2792830373031583,12.272799999999986,0,0,0,0,0,0,0,30.290252132385227,2,0,0,0,3,0,-0.8700003651080666,0,0.7561173385699724,22.24250560806257,1,0,135.52622999979778,12.656842977404066,0.0,0.0,0,89.89150272096417,0,31.2046971474134
LMGP01011119,39.630733059182305,0,0.0,1,14.154122653074971,0,0,0.5,2,-2.374078674240947,0,0,0,9,0.0,0.0,0.0,0,37.51978323614756,7.822697123132171,0.0,258.14889999999906,0,0,0,0,0,2,159.6719569633944,0.026089695350095768,0.0,45.673176304523125,32.675342884098704,0,62,2.211592180594229,5.667424512285902,0,11.938610575903699,1.0503193477650332,0.06520577847550002,1.1451612903225807,61.955165725541846,1,19.75852033493841,45.44709637536709,24.00275892326513,376.16693717743016,0.0,10,10.206293918893323,2.3796369994160704,0.0,878.1849999999998,15.292738650957256,0.0,0.0,0,0,26.055407174877857,0,0,0,0.306081173439267,0,0,12.658755130627329,12.841643245852019,0.0,1,0,0.0,33.717102341824656,42.203513170373256,2,0,797.5449999999996,0.0,0,0,29.98731230577921,0,877.5621551499999,6.103966387748303,-4.675828582383262,0,38.73630586818239,0,0,0.0,0,24,1551.6902426135287,47.50841824748289,0.306081173439267,8.381693010658076,0,0,346,18.521220231023733,0,9.345793927026786,0,0,4.893411602752475,42.051785344545806,0,38,-4.1099999999999985,0,0,0,16.70356362145149,7583655829420.361,27.749897912544487,0,0,0.8064516129032258,0,116.58062036619744,0,0,4.938790954074135,0,0,45.418064535470336,19.761307699035868,0,0,0,0,-1.0491719867592932,0.4838709677419355,0.0,145.82448256401315,0,32.47215605129709,0,0,0,0,3.7790235577024247,0,0,0,1,7.454051914793922,0,0,0,0,19.047534255827447,0,111.19,-0.7561173385699724,135.36787653605887,57.89000000000001,0.0,0,27.897662691470835,145.82448256401315,8,0,77.04985947511214,0.0,0.0,0.0,7.822697123132171,0,70.03402606882952,0,0,4.625982669240599,0.0,0,0,0,0,-2.2792004224731235,12.604999999999983,0,0,0,0,0,0,0,23.869430509459217,2,0,0,0,0,0,-0.8700003670283241,0,0.7561173385699724,22.542165436584686,1,0,122.68458675394574,12.658755130627329,0.0,0.0,0,89.89150272096417,0,31.204697321998367
LMGP02011249,29.754983365228693,0,0.0,0,18.636568691567277,0,0,0.8857142857142857,2,-2.293023670261894,0,0,0,9,0.0,0.0,0.0,0,34.58208530381291,7.822697123132171,4.565048284931329,182.91869999999946,0,0,0,0,0,2,128.7326605798652,0.02991227661411694,83.47068109803816,33.27368136791148,32.675342884098704,0,45,2.254796092173006,5.687082138881344,0,19.761307699035868,-4.362555990380585,0.05437518396269736,1.6,29.526631353154958,0,6.606881964512918,0.0,19.657287046835474,274.91864012692884,0.0,10,10.053506831805636,2.4257797248935216,0.0,661.9020000000005,12.093817196874717,0.0,0.0,0,0,38.56946886874228,0,0,0,0.46162817343596224,0,0,12.473940022584353,19.386399651764595,0.0,0,0,0.0,32.55603198025966,32.68152599983553,2,0,593.3580000000003,0.0,3,0,21.84086569637248,0,661.468254766,6.103966387748303,-4.362555990380585,0,28.860556174228776,0,0,0.0,0,2,763.9288262297339,26.36540229945133,0.47185923902497584,7.651337656952761,0,0,266,24.25488770818592,0,8.63556017031944,0,0,5.733667477162185,37.56875448685118,0,34,-1.2500000000000002,0,0,0,13.547326520425633,2978454749.4941607,13.213763929025836,0,0,1.0888888888888888,0,167.94719334960556,0,0,4.92176631985898,0,0,32.48090451542795,19.761307699035868,0,0,0,0,-0.8365356736511864,0.6444444444444445,0.0,12.152040213667762,0,26.502850763345243,0,0,0,0,3.68752432536306,0,0,0,1,7.4693495470256455,0,2,0,0,19.047534255827447,0,134.38000000000002,-0.46162817343596224,25.99951461304901,43.75,5.733667477162185,1,20.10080498751476,12.152040213667762,8,0,51.36657298340809,0.0,0.0,0.0,0.0,0,49.3013908658558,0,0,4.257885956822925,0.0,0,0,0,0,-2.1948961141652323,9.492100000000002,0,0,0,0,0,0,0,6.4208216229260096,2,0,0,0,17,0,-0.16092377880013914,0,0.47185923902497584,18.161841931825133,1,0,174.05115973735386,12.473940022584353,0.0,5.319040923663408,0,38.524929737556064,0,31.2046958117612
LMGP02010037,31.428709951595625,0,0.0,0,18.636568691567277,0,0,0.9459459459459459,2,-2.2930242368072777,0,0,0,9,0.0,0.0,0.0,0,34.68262084297021,7.822697123132171,4.565048284931329,192.24669999999938,0,0,0,0,0,2,167.94719334960556,0.03705246434422372,128.41643245852023,34.68789493028457,32.675342884098704,0,47,2.2550102423855636,6.341216045868593,0,19.761307699035868,-4.360575312128262,0.05779367722959017,1.297872340425532,31.24362141985136,0,6.606881964512918,0.0,21.00745713257441,288.33812738790624,0.0,10,10.044321002631829,2.425891316691677,0.0,691.9719999999995,13.1663827504537,0.0,0.0,0,0,38.56946886874228,0,0,0,0.46162817343596224,0,0,12.507124487830506,19.386399651764595,0.0,0,0,0.0,32.65042969456491,34.85764486814695,2,0,617.38,0.0,3,0,22.840865696372482,0,691.5152049579999,6.103966387748303,-4.360575312128262,0,30.534282760595712,0,0,0.0,0,0,753.8658566832498,26.36540229945133,0.47185923902497584,8.493089366488894,0,0,280,24.25488770818592,0,9.477311879855572,0,0,5.733667477162185,37.568754486851184,0,37,-0.99,0,0,0,14.619892074004616,7882140425.786569,13.213763929025836,0,0,0.9148936170212766,0,193.6304798413096,0,0,5.575900226846229,0,0,34.6639853931346,19.761307699035868,0,0,0,0,-0.8175540633798599,0.5531914893617021,0.0,0.0,0,26.502850763345236,0,0,0,0,3.7438838298154424,0,0,0,1,7.469350799518696,0,2,0,0,19.047534255827447,0,134.38,-0.46162817343596224,13.847474399381248,46.00999999999999,5.733667477162185,1,20.10080498751476,0.0,8,0,32.10410811463005,0.0,0.0,0.0,0.0,0,49.3013908658558,0,0,4.177282712231891,0.0,0,0,0,0,-2.194926581633924,10.496299999999996,0,0,0,0,0,0,0,6.4208216229260096,2,0,0,0,22,0,-0.16092384719766953,0,0.47185923902497584,19.512012017564075,1,0,199.7344462290579,12.507124487830506,0.0,5.329795810528411,0,12.841643245852019,0,31.20469599511352
LMGP02011247,31.169196927601785,0,0.0,0,18.636568691567277,0,0,0.8918918918918919,2,-2.2930236719348884,0,0,0,9,0.0,0.0,0.0,0,34.651235839158474,7.822697123132171,4.565048284931329,192.15269999999936,0,0,0,0,0,2,141.57430382571724,0.028507207900892704,96.31232434389018,34.68789493028457,32.675342884098704,0,47,2.2549097924831325,6.040635529474617,0,19.761307699035868,-4.36511493511019,0.05450359454783893,1.5106382978723405,32.37274513463507,0,6.606881964512918,0.0,20.65728704683547,287.6485243557221,0.0,10,10.053506677672264,2.4258432125214844,0.0,689.9560000000004,12.800923978061263,0.0,0.0,0,0,38.56946886874228,0,0,0,0.46162817343596224,0,0,12.506495850545022,19.386399651764595,0.0,0,0,0.0,32.61338722180433,34.606922804979675,2,0,617.3800000000003,0.0,3,0,22.84086569637248,0,689.499554894,6.103966387748303,-4.36511493511019,0,30.27476973660187,0,0,0.0,0,2,794.3159015005781,26.36540229945133,0.47185923902497584,8.15133765695276,0,0,278,24.25488770818592,0,9.135560170319438,0,0,5.733667477162185,37.56875448685118,0,36,-1.2500000000000002,0,0,0,14.25443330161218,7882132025.284016,13.213763929025836,0,0,1.0425531914893618,0,180.78883659545758,0,0,5.275319710452253,0,0,34.412485207100595,19.761307699035868,0,0,0,0,-0.8341866342244004,0.6170212765957447,0.0,12.152040213667762,0,26.502850763345243,0,0,0,0,3.707872963218488,0,0,0,1,7.469351332698848,0,2,0,0,19.047534255827447,0,134.38000000000002,-0.46162817343596224,25.99951461304901,45.75,5.733667477162185,1,20.10080498751476,12.152040213667762,8,0,51.36657298340809,0.0,0.0,0.0,0.0,0,49.3013908658558,0,0,4.217997202728416,0.0,0,0,0,0,-2.1948961551556625,10.272299999999998,0,0,0,0,0,0,0,6.4208216229260096,2,0,0,0,19,0,-0.16092378504148064,0,0.47185923902497584,19.16184193182513,1,0,186.89280298320588,12.506495850545022,0.0,5.326282632740446,0,38.524929737556064,0,31.204695992090585
